排名,歌曲名,歌手,专辑,播放量,歌曲ID,榜单,上榜日期,平台,年份,月份,月份标签,得分,点赞量,评论数,综合热度,流派,热度分数
0,妈妈的话,Zyboy忠宇,妈妈的话,0,337085743,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,等不来花开,pro,等不来花开,0,356185380,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,孤勇者,陈奕迅,孤勇者,0,331839675,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,Letting Go,蔡健雅,说到爱,0,1030353,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,小城夏天,LBI利比（时柏尘）,小城夏天,0,350596811,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,再见莫妮卡,柏香果吖,再见莫妮卡,0,356989310,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,偏爱,张芸京,破天荒,0,473137,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,婉,郁可唯/王者荣耀,婉,0,361473966,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,就忘了吧,1K,就忘了吧,0,344531297,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,满天星辰不及你,ycccc,满天星辰不及你,0,335005029,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,红色高跟鞋,蔡健雅,若你碰到他,0,624649,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,美人鱼,林俊杰,第二天堂,0,95292,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,爱你,王心凌,爱你,0,95306,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,飞鸟和蝉,任然,飞鸟和蝉,0,270283298,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,一样的月光,徐佳莹,LaLa首张创作专辑,0,7063423,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,忘记时间,胡歌,仙剑奇侠传三 电视剧原声带,0,102350738,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,Free Loop,Daniel Powter,Daniel Powter (Deluxe Version),0,493220,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,此生不换,青鸟飞鱼,仙剑奇侠传三 电视剧原声带,0,102350740,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,三国恋,Tank,Fighting！生存之道,0,101190,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,晴天,周杰伦,叶惠美,0,97773,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,哪里都是你,队长,哪里都是你,0,229103825,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,单人券,张齐山,单人券,0,354601670,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,一路生花,温奕心,一路生花,0,294095266,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,平凡之路,朴树,猎户星座,0,7072290,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,一滴泪的时间 (Live),斑马森林,2020中国好声音 第13期,0,285106524,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,光的方向,张碧晨,长歌行 电视剧原声带,0,304010757,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,花海,周杰伦,魔杰座,0,449198,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,后来的我们,五月天,自传,0,107709592,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,海阔天空,BEYOND,乐与怒,0,4835784,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,江南,林俊杰,第二天堂,0,9063002,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,下完这场雨,后弦,下完这场雨,0,108787382,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,十年,陈奕迅,黑白灰,0,4830342,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,修炼爱情,林俊杰,因你 而在,0,5063375,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,牧马城市,毛不易,老男孩 电视剧原声带,0,213224236,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,小城夏天 (甜嗓版),胖虎（董欣怡）,小城夏天,0,359704515,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,单车,陈奕迅,Shall We Dance? Shall We Talk!,0,4907894,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,夜曲,周杰伦,十一月的萧邦,0,718477,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,爱过你这件事,西柚,爱过你这件事,0,238498800,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,这世界那么多人,莫文蔚,这世界那么多人 (电影《我要我们在一起》主题曲),0,309058164,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,老人与海,海鸣威/吴琼,Dance Dance Dance,0,392287,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,稻香,周杰伦,魔杰座,0,449205,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,堕,Zyboy忠宇,堕,0,356448017,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,可,薛之谦/张靓颖,无数,0,359289781,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,无赖,郑中基,Before After,0,96439,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,那年 (初版),任然,世界之外,0,998266,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,遇见,孙燕姿,The Moment,0,8145,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,大海 (柯柯吉他版),柯柯柯啊,大海 (柯柯吉他版),0,359255584,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,处处吻,杨千嬅,电光幻影,0,106691228,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,曾经的你,许巍,每一刻都是崭新的,0,95199,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,那些你很冒险的梦,林俊杰,学不会,0,102388808,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,你瞒我瞒,陈柏宇,Close Up,0,102388821,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,黄昏,周传雄,Transfer,0,526713,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,新地球,林俊杰,新地球,0,330621483,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,再见只是陌生人,庄心妍,放过自己,0,104690200,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,满目星辰皆是你,林宁,满目星辰皆是你,0,311430177,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,七里香,周杰伦,七里香,0,102065756,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,春娇与志明,街道办GDC/欧阳耀莹,春娇与志明,0,205357640,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,지나갈 테니 (顺其自然) (Been Through),EXO (엑소),"Universe - 겨울 스페셜 앨범, 2017",0,212657304,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,摇滚,0.01
0,谁能明白我,林子祥,林子祥创作歌集,0,491637,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,你就不要想起我,田馥甄,渺小,0,5079006,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,Life's Too Short (English Ver.),aespa (에스파),Life's Too Short,0,361077832,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,反方向的钟,周杰伦,Jay,0,97759,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,当真,蒋蒋/曲肖冰,当真,0,215951234,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,Always Online,林俊杰,JJ陆,0,447257,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,夜空中最亮的星,逃跑计划,世界,0,5408217,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,我的天空,南征北战NZBZ,青春派 电影原声带,0,105974515,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,从前说,小阿七,从前说,0,337805783,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,兰亭序,周杰伦,魔杰座,0,449201,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,多远都要在一起,G.E.M. 邓紫棋,新的心跳,0,102174489,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,恶作剧,王蓝茵,恶作剧之吻 电视剧原声带,0,257621,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,吻得太逼真,张敬轩,Urban Emotions,0,1256817,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,背对背拥抱,林俊杰,100天,0,648231,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,就是爱你,陶喆,太平盛世,0,5110,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,他不懂,张杰,听！我们的歌,0,273032705,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,不为谁而作的歌,林俊杰,上一首情歌 (国语精选),0,275638836,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,我怀念的,孙燕姿,逆光,0,5211338,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,祝福,周深,祝福,0,361481962,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,起风了,周深,起风了,0,127524204,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,蓝莲花,许巍,"时光, 漫步",0,1007827,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,第一次爱的人,王心凌,爱你,0,95312,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,玫瑰少年,五月天,玫瑰少年,0,235883438,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,11,队长/黄礼格,11,0,338067506,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,Call Me Maybe,Carly Rae Jepsen,Call Me Maybe,0,968338,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,一路向北,周杰伦,J III MP3 Player,0,5105986,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,无人之岛,任然,没有发生的爱情,0,203452364,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,沦陷,王靖雯,沦陷,0,299515847,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,篇章,张韶涵/王赫野,篇章,0,354187080,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,Salt,Ava Max,Salt,0,246908956,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,你还要我怎样,薛之谦,意外,0,5106430,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,天后,陈势安,再爱一遍‧天后,0,5665584,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,她说,林俊杰,她说 概念自选辑,0,102415346,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,暖暖,梁静茹,亲亲,0,169763,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,你曾是少年,S.H.E,你曾是少年,0,102426570,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,这个年纪,齐一,这个年纪,0,104861467,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,搁浅,周杰伦,七里香,0,102065750,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,我是如此相信,周杰伦,我是如此相信,0,247261229,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,空心,光泽,光泽,0,200390803,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,三生三幸,海来阿木,三生三幸,0,354817853,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,有没有那么一首歌,张茜（张惜淇）,有没有那么一首歌,0,255832920,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,明明就,周杰伦,十二新作,0,3585884,巅峰榜·热歌,2022-07-01,QQ音乐,2022,7,2022-07,0,0,0,,流行,0.01
0,玫瑰少年,五月天,玫瑰少年,0,235883438,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,妈妈的话,Zyboy忠宇,妈妈的话,0,337085743,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,Letting Go,蔡健雅,说到爱,0,1030353,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,偏爱,张芸京,破天荒,0,473137,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,在你的身边,盛哲,在你的身边,0,202057627,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,爱都爱了,小洲,爱都爱了,0,214322623,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,后来的你在哪,树泽,后来的你在哪,0,360410830,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,唐人,孙子涵,唐朝好男人 电视剧原声带,0,4823575,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,海阔天空,BEYOND,乐与怒,0,4835784,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,等不来花开,pro,等不来花开,0,356185380,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,必杀技,古巨基,游戏 基,0,101835271,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,红色高跟鞋,蔡健雅,若你碰到他,0,624649,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,晴天,周杰伦,叶惠美,0,97773,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,美人鱼,林俊杰,第二天堂,0,95292,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,小城夏天,LBI利比（时柏尘）,小城夏天,0,350596811,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,十年,陈奕迅,黑白灰,0,4830342,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,一直很安静,阿桑,仙剑奇侠传 电视剧原声带,0,448593,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,满天星辰不及你,ycccc,满天星辰不及你,0,335005029,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,此生不换,青鸟飞鱼,仙剑奇侠传三 电视剧原声带,0,102350740,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,江南,林俊杰,第二天堂,0,9063002,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,修炼爱情,林俊杰,因你 而在,0,5063375,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,孤勇者,陈奕迅,孤勇者,0,331839675,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,爱上你是一个错,杨培安,午夜两点半的我,0,7223793,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,平凡之路,朴树,猎户星座,0,7072290,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,体面,于文文,体面,0,212606735,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,白月光与朱砂痣,大籽,白月光与朱砂痣,0,291911135,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,老人与海,海鸣威/吴琼,Dance Dance Dance,0,392287,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,浪漫血液,林俊杰,新地球 - 人 (Special Edition),0,101795111,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,美美,周深,美美,0,377049386,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,多远都要在一起,G.E.M. 邓紫棋,新的心跳,0,102174489,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,飞鸟和蝉,任然,飞鸟和蝉,0,270283298,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,一样的月光,徐佳莹,LaLa首张创作专辑,0,7063423,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,遗失的心跳,萧亚轩,SUPER GIRL 爱无畏,0,3583636,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,夜曲,周杰伦,十一月的萧邦,0,718477,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,黄昏,周传雄,Transfer,0,526713,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,如愿,王菲,如愿,0,326584182,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,无赖,郑中基,Before After,0,96439,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,春娇与志明,街道办GDC/欧阳耀莹,春娇与志明,0,205357640,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,忘记时间,胡歌,仙剑奇侠传三 电视剧原声带,0,102350738,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,牧马城市,毛不易,老男孩 电视剧原声带,0,213224236,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,花海,周杰伦,魔杰座,0,449198,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,满目星辰皆是你,林宁,满目星辰皆是你,0,311430177,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,你瞒我瞒,陈柏宇,Close Up,0,102388821,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,感谢你曾来过,Ayo97/周思涵,卧龙与酒,0,205137019,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,单车,陈奕迅,Shall We Dance? Shall We Talk!,0,4907894,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,遇见,孙燕姿,The Moment,0,8145,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,稻香,周杰伦,魔杰座,0,449205,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,给你一瓶魔法药水,告五人,玫瑰凭证,0,361608130,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,兰亭序,周杰伦,魔杰座,0,449201,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,从我世界路过的你,张力尹,时光·海岸THE TIDE OF LIFE,0,376521488,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,迷失在梦中,韩可可,迷失在梦中,0,297081415,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,可惜没如果,林俊杰,新地球,0,330621486,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,处处吻,杨千嬅,电光幻影,0,106691228,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,是你,梦然,是你,0,368407555,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,他不懂,张杰,听！我们的歌,0,273032705,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,错都错了,赵乃吉,错都错了,0,321249876,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,七里香,周杰伦,七里香,0,102065756,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,三国恋,Tank,Fighting！生存之道,0,101190,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,背对背拥抱,林俊杰,100天,0,648231,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,Always Online,林俊杰,JJ陆,0,447257,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,夜空中最亮的星,逃跑计划,世界,0,5408217,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,那些你很冒险的梦,林俊杰,学不会,0,102388808,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,新地球,林俊杰,新地球,0,330621483,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,漫步人生路,一杯陈豆浆,漫步人生路,0,277953346,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,没那么简单,黄小琥,简单不简单,0,649069,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,诀爱,Faye 詹雯婷,苍兰诀 东方幻想影视原声带,0,370388319,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,哪里都是你,队长,哪里都是你,0,229103825,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,九月底,余佳运,九月底,0,221152444,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,지나갈 테니 (顺其自然) (Been Through),EXO (엑소),"Universe - 겨울 스페셜 앨범, 2017",0,212657304,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,摇滚,0.01
0,Free Loop,Daniel Powter,Daniel Powter (Deluxe Version),0,493220,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,再见只是陌生人,庄心妍,放过自己,0,104690200,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,父亲写的散文诗,许飞,父亲写的散文诗,0,107354139,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,走在冷风中,刘思涵,花开的声音,0,4924651,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,曾经的你,许巍,每一刻都是崭新的,0,95199,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,请先说你好,贺一航,请先说你好,0,216124830,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,蓝莲花,许巍,"时光, 漫步",0,1007827,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,爱情废柴,周杰伦,周杰伦的床边故事,0,107192080,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,一路生花,温奕心,一路生花,0,294095266,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,爱人错过,告五人,我肯定在几百年前就说过爱你,0,232967259,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
0,枫,周杰伦,十一月的萧邦,0,718479,巅峰榜·热歌,2022-10-01,QQ音乐,2022,10,2022-10,0,0,0,,流行,0.01
