歌曲名,歌手,榜单,总播放量,平均热度,上榜次数,最佳排名,榜单排名
当爱在靠近 (合唱版),张家旺/悦开心,['巅峰榜·新歌'],0,,1,0,2180
当爱在靠近,赵十三,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2181
当燃,舒也/DBAA,['巅峰榜·内地'],0,,1,0,2182
当我走向你 (I Do),杨默依Moi,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2183
当我爱你没有理由,刘瑞琦,['巅峰榜·新歌'],0,,1,0,2184
当我抬起头 你正看向我,7Years,['巅峰榜·新歌'],0,,1,0,2185
当我想起你 (Live),杨千嬅/周笔畅,['巅峰榜·流行指数'],0,,1,0,2186
心似烟火 (我看着你背影想开口),王木木,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2187
心似烟火 (我看着你背影 想开口),不爱吃鱼,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2188
心似烟火,苏星婕,['巅峰榜·热歌'],0,,1,0,2189
心似烟火,你星Official,['巅峰榜·新歌'],0,,1,0,2190
心似烟火,余火火,['巅峰榜·新歌'],0,,1,0,2191
心事文案,贺敬轩,['巅峰榜·新歌'],0,,1,0,2192
心之火 (Live),王铮亮/李嘉格,['巅峰榜·流行指数'],0,,1,0,2193
心上的风,张郁梓,['巅峰榜·新歌'],0,,1,0,2194
德芙,Harry/张少爷ZEROFIREMAKER,['巅峰榜·内地'],0,,1,0,2195
德古拉,李立丰,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2196
微风吹,赵磊,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2197
微微,傅如乔,['巅峰榜·流行指数'],0,,2,0,2198
微妙感觉,满舒克/黄新淳,['巅峰榜·新歌'],0,,1,0,2199
循环列表,张智焓/贾一娢,['巅峰榜·内地'],0,,1,0,2200
很想某人,黄秋萍,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2201
很久以后,YoungSeven.孙一航,['巅峰榜·内地'],0,,1,0,2202
心要让你听见,小阿枫,['巅峰榜·流行指数'],0,,1,0,2203
心若向阳,张哲瀚,['巅峰榜·新歌'],0,,1,0,2204
心若不在何必强求,任夏,['巅峰榜·新歌'],0,,1,0,2205
心痛到想哭,侯泽润,['巅峰榜·新歌'],0,,1,0,2206
心照不宣,赵芷彤Cassie,['巅峰榜·内地'],0,,1,0,2207
心渊,窦佳嫄,['巅峰榜·内地'],0,,1,0,2208
心殇人,黄龄,['巅峰榜·新歌'],0,,1,0,2209
心有所念,单循,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2210
心愿,任然,['巅峰榜·流行指数'],0,,1,0,2211
心意,Levinti/电音联盟,['巅峰榜·内地'],0,,1,0,2212
心墙,郭静,['巅峰榜·热歌'],0,,2,0,2213
心墙,王小乱,['巅峰榜·流行指数'],0,,1,0,2214
心墙,林俊杰,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,5,0,2215
心同此愿,周深,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2216
心动的痕迹 (Duet Version),Oscar 涂毓麟/孙乐言,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2217
心动,侯春蕾,['巅峰榜·内地'],0,,1,0,2218
忘了誓言忘了承诺,赵堇彤,['巅峰榜·新歌'],0,,1,0,2219
忘了真相,苏星婕,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2220
忘了没有,王靖雯,['巅峰榜·流行指数'],0,,3,0,2221
忘了你忘了我,橘子妹,['巅峰榜·新歌'],0,,1,0,2222
忘了,转世虚拟猫,['巅峰榜·内地'],0,,1,0,2223
忘了,周林枫,['巅峰榜·热歌'],0,,2,0,2224
忘不掉的是先离开的,7Years,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2225
忘不掉的你,穆哲熙,['巅峰榜·内地'],0,,1,0,2226
忘不了的你,小高同学,['巅峰榜·内地'],0,,1,0,2227
忆起「致南康白起」,甘璐,['巅峰榜·内地'],0,,1,0,2228
必杀技,古巨基,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,7,0,2229
心里面的光,李泽轩,['巅峰榜·新歌'],0,,1,0,2230
心里有一场雪,王卓艺,['巅峰榜·新歌'],0,,1,0,2231
心跳反应 (feat.林永琪),Eternal N/林永琪/格莱美汇（ClubGalame）/Taisheng Music,['巅峰榜·内地'],0,,1,0,2232
心跳 (你又在哭泣),赵乃吉,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2233
心跳,王力宏,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,2234
念念不忘,赵紫骅,['巅峰榜·内地'],0,,1,0,2235
念念,汪睿,['巅峰榜·内地'],0,,1,0,2236
念山海,尹昔眠/小田音乐社,['巅峰榜·新歌'],0,,1,0,2237
念,任然,['巅峰榜·新歌'],0,,1,0,2238
快雪时晴,尹昔眠/小田音乐社,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2239
快乐的扑满,我杀猪了 (何浪Ciel),['巅峰榜·新歌'],0,,1,0,2240
忘记时间 (深情版),杨树人,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2241
忘记时间 (授权版),旺仔小乔,['巅峰榜·新歌'],0,,1,0,2242
忘记时间 (女生版),苏星婕,['巅峰榜·新歌'],0,,1,0,2243
忘记时间,胡歌,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,2244
忘记时间,wlikec,['巅峰榜·流行指数'],0,,1,0,2245
忘记我慢一点,周鹏霄,['巅峰榜·内地'],0,,1,0,2246
忘记你,罗之豪,['巅峰榜·流行指数'],0,,1,0,2247
忘记,郑润泽,['巅峰榜·新歌'],0,,1,0,2248
忘情忘爱 (抒情版),余超颖,['巅峰榜·新歌'],0,,1,0,2249
忘天忘地不忘你,大美,['巅峰榜·新歌'],0,,1,0,2250
思念是一种病 (Live),单依纯,['巅峰榜·流行指数'],0,,1,0,2251
思念是一种病,张震岳/蔡健雅,['巅峰榜·流行指数'],0,,1,0,2252
思君朝与暮,刘宇,['巅峰榜·新歌'],0,,1,0,2253
思信,毛不易,['巅峰榜·新歌'],0,,1,0,2254
怕,斯威特Sweet/沙一汀EL/W8VES,['巅峰榜·新歌'],0,,1,0,2255
怕,MAREA/说唱者联盟,['巅峰榜·内地'],0,,1,0,2256
怎奈情花不逢春,王佳音,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2257
怎叹,郑鱼,['巅峰榜·流行指数'],0,,2,0,2258
怎么遇见你,虞正儿,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2259
怎么可能和谁过都一样,李发发,['巅峰榜·新歌'],0,,1,0,2260
怎么会不怀念呢 (0.8x版),许呦,['巅峰榜·新歌'],0,,1,0,2261
怎么了,Eric周兴哲,['巅峰榜·流行指数'],0,,1,0,2262
忽然过了很多年,伍泓毅,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2263
念破,DaXxx杨佳蕊/Cifer,['巅峰榜·新歌'],0,,1,0,2264
念火,赵晨唏/吴三畏/珑熹音上,['巅峰榜·内地'],0,,1,0,2265
念旧,姜铭杨,['巅峰榜·内地'],0,,1,0,2266
恋爱学位,杉矶doublez,['巅峰榜·内地'],0,,1,0,2267
恋爱告急,苏梦瑶,['巅峰榜·新歌'],0,,1,0,2268
恋爱剧情,麓七,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2269
恋人,李荣浩,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']",0,,3,0,2270
总有美好在路上,周深,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2271
总有人，会爱你,马修,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2272
总有一扇门为你打开,于博雅,['巅峰榜·内地'],0,,1,0,2273
总有一天会再见,陈硕子,['巅峰榜·内地'],0,,1,0,2274
总会,刘惜君,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2275
怯怯风月事,纳豆nado,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2276
怪爱,谢又/CRAT西略/K95S腾飛联盟,['巅峰榜·流行指数'],0,,1,0,2277
怪火 (Illusion),aespa (에스파),"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2278
怪我爱你太执着,轻烟大叔,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2279
怪,蔡徐坤,['巅峰榜·新歌'],0,,1,0,2280
怨苍天变了心,王小帅,['巅峰榜·流行指数'],0,,1,0,2281
思念翻涌成海时,安扬,['巅峰榜·内地'],0,,1,0,2282
悬溺 (新版),K.D,['巅峰榜·新歌'],0,,1,0,2283
悬溺,葛东琪,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,4,0,2284
悬河注火,街道办GDC,['巅峰榜·内地'],0,,1,0,2285
患得宠爱,任然,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2286
悠哉,比诺,['巅峰榜·新歌'],0,,1,0,2287
悟,张艺兴,['巅峰榜·新歌'],0,,1,0,2288
悒悒,Quinn葵因,['巅峰榜·内地'],0,,1,0,2289
恶作剧,王蓝茵,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,2290
恶作剧,林依晨,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,2291
恰逢那年你明媚,赵堇彤,['巅峰榜·新歌'],0,,1,0,2292
恰逢那年你明媚,灯叔,['巅峰榜·新歌'],0,,1,0,2293
恰好你风情万种,烟嗓船长,['巅峰榜·新歌'],0,,1,0,2294
恭喜发财,刘德华,['巅峰榜·流行指数'],0,,2,0,2295
恒星,梓渝,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2296
恍恍惚惚 已经隔世(青花),孙燕窝,['巅峰榜·流行指数'],0,,1,0,2297
恋爱日记,付育玮,['巅峰榜·内地'],0,,1,0,2298
情蛊,白翎/朱强,['巅峰榜·新歌'],0,,1,0,2299
情绪学校,旅行团乐队,['巅峰榜·内地'],0,,1,0,2300
情结,你们的好朋友大雨,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,2,0,2301
情歌,羊羊,['巅峰榜·新歌'],0,,1,0,2302
情歌,梁静茹,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,2303
情感诉求,分餐制度,['巅峰榜·内地'],0,,1,0,2304
情意结,陈慧娴,['巅峰榜·流行指数'],0,,1,0,2305
情字最大 (群像合唱版),汐音社,['巅峰榜·新歌'],0,,1,0,2306
情书,薛之谦,['巅峰榜·新歌'],0,,1,0,2307
情不自禁,Max迎南,['巅峰榜·内地'],0,,1,0,2308
悲伤的爱情,任夏,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2309
悲伤的爱情,L（桃籽）,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2310
悲伤朋克,新裤子,['巅峰榜·内地'],0,,1,0,2311
悬空的云朵,彼得与鲸/刘羽晨,['巅峰榜·内地'],0,,1,0,2312
悬空,撬锁老羊LeO,['巅峰榜·内地'],0,,1,0,2313
悬疑,冯一仔,['巅峰榜·内地'],0,,1,0,2314
想你这件事,烟(许佳豪),"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2315
想你的时候你想我了没有,庞晓宇,['巅峰榜·流行指数'],0,,1,0,2316
想你的夜,关喆,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,2317
想你时风起 (校园广播版),单依纯,['巅峰榜·新歌'],0,,1,0,2318
想你时风起,单依纯,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,5,0,2319
想你就写信,浪花兄弟,['巅峰榜·流行指数'],0,,1,0,2320
想你了,刘宇宁,['巅峰榜·新歌'],0,,1,0,2321
想你一次落一粒沙,吕口口,['巅峰榜·新歌'],0,,1,0,2322
想你 (我和你的关系),董唧唧/何村猪,['巅峰榜·流行指数'],0,,1,0,2323
惩罚与奖励,侯泽润,['巅峰榜·新歌'],0,,1,0,2324
惑,侃侃,['巅峰榜·内地'],0,,1,0,2325
惊蛰!,刘炫廷,['巅峰榜·内地'],0,,1,0,2326
惊恐之下,哀四杏,['巅峰榜·内地'],0,,1,0,2327
惊喜,任然,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2328
情难枕 (早知道爱会这样伤人),方大树/灯叔,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2329
情诗,胡同诗神,['巅峰榜·内地'],0,,1,0,2330
感情弱者,秦晨阳,['巅峰榜·内地'],0,,1,0,2331
感应,陈卓璇,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2332
感应,刘宇宁,['巅峰榜·新歌'],0,,1,0,2333
意犹在,周深,['巅峰榜·新歌'],0,,1,0,2334
意气趁年少,刘宇宁,['巅峰榜·新歌'],0,,1,0,2335
意外 (释怀版),坠.,['巅峰榜·新歌'],0,,1,0,2336
意外 (小花版),弹棉花的小花,['巅峰榜·新歌'],0,,1,0,2337
意外,薛之谦,['巅峰榜·流行指数'],0,,1,0,2338
意外,叶炫清/陈雪燃,['巅峰榜·新歌'],0,,1,0,2339
想问情深有几许,刘晓超,['巅峰榜·新歌'],0,,1,0,2340
想见你想见你想见你,八三夭乐团,['巅峰榜·流行指数'],0,,1,0,2341
想要的人生,搁浅的鱼.,['巅峰榜·新歌'],0,,1,0,2342
想自由,林宥嘉,['巅峰榜·热歌'],0,,1,0,2343
想我,范忆堂,['巅峰榜·内地'],0,,1,0,2344
想念Imagine,预言乐团Predict,['巅峰榜·内地'],0,,1,0,2345
想忘偏偏忘不了,邹晓熹,['巅峰榜·新歌'],0,,1,0,2346
慢慢来,LizzYtoo,['巅峰榜·内地'],0,,1,0,2347
慢慢 (Slow Motion),鹿晗,['巅峰榜·流行指数'],0,,2,0,2348
慢慢,小乐哥（王唯乐）,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,2349
慢慢,吴依然/亦可,['巅峰榜·内地'],0,,1,0,2350
慢冷 (深情版),en (王翊恩),['巅峰榜·新歌'],0,,1,0,2351
慢冷 (慢冷的人会自我折磨),小京东,['巅峰榜·新歌'],0,,1,0,2352
慢冷 (Live),李荣浩,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,2353
慢冷,徐子未,['巅峰榜·新歌'],0,,1,0,2354
慕然,侯江浩,['巅峰榜·新歌'],0,,1,0,2355
愿爱人有缘,陈亦云,['巅峰榜·内地'],0,,1,0,2356
愿你被这个世界温柔以待,L（桃籽）/何文宇,['巅峰榜·新歌'],0,,1,0,2357
愿与愁,林俊杰,['巅峰榜·热歌'],0,,3,0,2358
愿,毛不易,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2359
愿,周深,['巅峰榜·流行指数'],0,,1,0,2360
感谢你的出现,空城,['巅峰榜·新歌'],0,,1,0,2361
感谢你曾来过,Ayo97/周思涵,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,11,0,2362
我不是刘德华,新地/卢克,['巅峰榜·流行指数'],0,,1,0,2363
我不愿意,邓见超,['巅峰榜·内地'],0,,1,0,2364
我不愿 让你一个人,五月天,['巅峰榜·流行指数'],0,,1,0,2365
我不想你想你了,八三夭乐团,['巅峰榜·内地'],0,,1,0,2366
我不想你,兰天奇,['巅峰榜·内地'],0,,1,0,2367
我不原谅,张碧晨,['巅峰榜·新歌'],0,,1,0,2368
我不信你不惭愧 (是你的心里有鬼),耳朵便利店,['巅峰榜·流行指数'],0,,1,0,2369
我不为你写旋律,Or1ando,['巅峰榜·内地'],0,,1,0,2370
我下班了蟹老板,歪歪超,['巅峰榜·新歌'],0,,1,0,2371
我一直把你当成好朋友 (GGbond),早晚晚,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2372
成为诗人,于贞/龚琳娜,['巅峰榜·内地'],0,,1,0,2373
戏文说 (宿命版),祥嘞嘞/叫宝宝,['巅峰榜·新歌'],0,,1,0,2374
戏中人,吴婧文/姗姗不来迟,['巅峰榜·新歌'],0,,1,0,2375
懂与爱,李保森,['巅峰榜·内地'],0,,1,0,2376
慢热,满舒克,['巅峰榜·新歌'],0,,1,0,2377
慢慢爱 (七哼版),七哼Qhyung,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2378
我们俩,戴羽彤,['巅峰榜·流行指数'],0,,1,0,2379
我们依然志存高远,尚士达,['巅峰榜·内地'],0,,1,0,2380
我们仨,陈童言,['巅峰榜·内地'],0,,1,0,2381
我们不适合,Gibb-Z,['巅峰榜·内地'],0,,1,0,2382
我们一起闯 (Live),周深,['巅峰榜·流行指数'],0,,1,0,2383
我们一起闯,创造营2021,['巅峰榜·新歌'],0,,1,0,2384
我从枝头落下,上海彩虹室内合唱团,['巅峰榜·内地'],0,,1,0,2385
我从未告别,K邵庄/狙击黄雀,['巅峰榜·内地'],0,,1,0,2386
我从人间走过,瞳荧/十八薰,['巅峰榜·内地'],0,,1,0,2387
我仍在挂念你这心事,等秋LongForAutumn,['巅峰榜·内地'],0,,1,0,2388
我也有个故事可以说,玄觞,['巅峰榜·内地'],0,,1,0,2389
我也不想这样,清唯,['巅峰榜·新歌'],0,,1,0,2390
我与孤独把酒,草原兄弟,['巅峰榜·新歌'],0,,1,0,2391
我不能抵抗你这该死魅力,Lukie.Y,['巅峰榜·内地'],0,,1,0,2392
我不是孙悟空 (女声版),魏佳艺,['巅峰榜·新歌'],0,,1,0,2393
我不是孙悟空,孙毅然,['巅峰榜·新歌'],0,,1,0,2394
我会,陈戈平,['巅峰榜·内地'],0,,1,0,2395
我们都拥有海洋,吴青峰,['巅峰榜·流行指数'],0,,1,0,2396
我们说好的,胜屿,['巅峰榜·流行指数'],0,,1,0,2397
我们的爱,F.I.R.飞儿乐团,['巅峰榜·热歌'],0,,1,0,2398
我们的歌,王力宏,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,12,0,2399
我们的歌,刘大拿,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2400
我们的明天 (释怀版),ProdbyMend/李羽彤,['巅峰榜·流行指数'],0,,1,0,2401
我们的明天,鹿晗,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,2402
我们的心从不化妆,对角巷乐队,['巅峰榜·内地'],0,,1,0,2403
我们的天空,黄艺明,['巅峰榜·流行指数'],0,,1,0,2404
我们的世界晴空万里,希林娜依高,['巅峰榜·新歌'],0,,1,0,2405
我们爱了这么多年,王赫野/陈卓璇,['巅峰榜·流行指数'],0,,1,0,2406
我们曾经在一起,肖战/谭维维,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2407
我们拉过勾的 (想在你身边),Yg,['巅峰榜·流行指数'],0,,1,0,2408
我们好像在哪见过,挽鹤-Remix,['巅峰榜·新歌'],0,,1,0,2409
我们俩,郭顶,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,9,0,2410
我可以,房东的猫,['巅峰榜·流行指数'],0,,1,0,2411
我只能离开 (说唱版),刘思达,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2412
我只能离开,陆杰awr,['巅峰榜·新歌'],0,,1,0,2413
我只在乎你,轻烟大叔,['巅峰榜·新歌'],0,,1,0,2414
我变了 我没变,张碧晨,['巅峰榜·流行指数'],0,,1,0,2415
我又一个人出发了,小云朵呀,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2416
我写的第一首歌,夏裕晴,['巅峰榜·内地'],0,,1,0,2417
我写下的无题小说,河图,['巅峰榜·内地'],0,,1,0,2418
我借人间二两墨,黄静美/张俊波,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2419
我何苦又问 (你是否认真),Yg,['巅峰榜·新歌'],0,,1,0,2420
我会等 (释怀版),苏星婕,['巅峰榜·流行指数'],0,,1,0,2421
我会等 (女版),梧彤Vickie,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2422
我会等,承桓,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,2423
我会无限循环的爱你,Lion’ss莱恩汜,['巅峰榜·新歌'],0,,1,0,2424
我会好好的 (我要你默默走不回头),ycccc/张家旺,['巅峰榜·新歌'],0,,1,0,2425
我会好好的,en (王翊恩),"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2426
我好想明天拥抱你,余意Yu1,['巅峰榜·内地'],0,,1,0,2427
我好像在哪见过你 (我以为旅人将我热情都燃尽),几度,['巅峰榜·流行指数'],0,,1,0,2428
我好像在哪见过你,薛之谦,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,2429
我太笨,锤娜丽莎,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,9,0,2430
我多爱你都不说,分餐制度,['巅峰榜·内地'],0,,1,0,2431
我在财神殿里长跪不起,李二萌,['巅峰榜·新歌'],0,,1,0,2432
我在等一场雨,王佳音,['巅峰榜·新歌'],0,,1,0,2433
我在秋风之中等你,CR3.,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2434
我在明月下等你,苏星婕,['巅峰榜·新歌'],0,,1,0,2435
我在 (I AM NOT HERE),王一博,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2436
我喜欢的对话是方形的,吴芊仪,['巅峰榜·内地'],0,,1,0,2437
我和我的祖国,华语群星,['巅峰榜·流行指数'],0,,1,0,2438
我听说你曾来过,赵大美,['巅峰榜·流行指数'],0,,1,0,2439
我听见无数风的心脏,庄东茹,['巅峰榜·新歌'],0,,1,0,2440
我可以假装很好,何洁/苏醒AllenSu,['巅峰榜·新歌'],0,,1,0,2441
我可以,梓渝,['巅峰榜·新歌'],0,,1,0,2442
我想更懂你,刘鑫禹/苏苏老师,['巅峰榜·新歌'],0,,1,0,2443
我想我会,尹露浠,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2444
我想念,汪苏泷,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,7,0,2445
我想和你走,狙击黄雀/K邵庄,['巅峰榜·内地'],0,,1,0,2446
我想去跨越你离我很近但又像相隔一万里的河,悲伤玩具,['巅峰榜·内地'],0,,1,0,2447
我想借晚风的手,安儿陈,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2448
我想你了,海来阿木,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2449
我怎么连呼吸都忘了,王鹏程,['巅峰榜·新歌'],0,,1,0,2450
我怀念的,孙燕姿,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,14,0,2451
我忘记多长一段时间没有看到彩虹,Doggie/黄子韬,['巅峰榜·内地'],0,,1,0,2452
我必做自己 I Wanna Be Myself,Lifesaver救命稻草,['巅峰榜·内地'],0,,1,0,2453
我很想你,李嘉馨,['巅峰榜·内地'],0,,1,0,2454
我当你,陈柯霓 (CHENge),['巅峰榜·新歌'],0,,1,0,2455
我希望,BigYear大年,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2456
我妹妹,韩帅奇,['巅峰榜·新歌'],0,,1,0,2457
我好想要向你坦白,杨默依Moi,['巅峰榜·内地'],0,,1,0,2458
我是大东家,邓寓君(等什么君)/我是大东家,['巅峰榜·新歌'],0,,1,0,2459
我是和世界一样大的岛,池果,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']",0,,1,0,2460
我是你的半截诗,陈雪凝,['巅峰榜·内地'],0,,1,0,2461
我是任何野蛮生长的事物,房东的猫,['巅峰榜·新歌'],0,,1,0,2462
我是不是该安静的走开,半吨兄弟,['巅峰榜·新歌'],0,,1,0,2463
我是不是你最疼爱的人,吕口口,['巅峰榜·新歌'],0,,1,0,2464
我是一首歌,KAFE_HU咖啡胡/李吉吉,['巅峰榜·内地'],0,,1,0,2465
我明明那么好,承桓,['巅峰榜·新歌'],0,,1,0,2466
我早已经毁坏,原子邦妮,['巅峰榜·内地'],0,,1,0,2467
我把故事酿成酒,侯泽润,['巅峰榜·新歌'],0,,1,0,2468
我成为我的同时,十个勤天,['巅峰榜·新歌'],0,,1,0,2469
我愿意,陈楚生,['巅峰榜·新歌'],0,,1,0,2470
我想跟你一起浪费时间,午睡留声机/廖俊涛/鞠翼铭/刘炀,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2471
我想要你的爱,林秋时,['巅峰榜·新歌'],0,,1,0,2472
我想要,小阿七,['巅峰榜·流行指数'],0,,1,0,2473
我想更懂你 (烟嗓版),半吨兄弟,['巅峰榜·新歌'],0,,1,0,2474
我爱你,路二loer,['巅峰榜·新歌'],0,,1,0,2475
我熬了一整夜 (Gzzzz变速版),Gzzzz,['巅峰榜·新歌'],0,,1,0,2476
我没有办法！,安娜其,['巅峰榜·内地'],0,,1,0,2477
我没发现你难过,杨瑜婷,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2478
我欲寻她,李耀阳,['巅峰榜·流行指数'],0,,1,0,2479
我来人间一趟,关剑,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,2,0,2480
我期待的不是雪 (而是有你的冬天),张妙格,['巅峰榜·热歌'],0,,1,0,2481
我曾遇到一束光·2025,张紫宁,['巅峰榜·新歌'],0,,1,0,2482
我曾经发了疯的想,金钰双双,['巅峰榜·新歌'],0,,1,0,2483
我曾经发了疯的想,尹艺霏,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2484
我曾用心爱着你,洋澜一,['巅峰榜·新歌'],0,,1,0,2485
我是说假如,张叶蕾,['巅峰榜·内地'],0,,1,0,2486
我是真的爱上你（我偷偷的爱上你）,音豪,['巅峰榜·流行指数'],0,,1,0,2487
我是真的爱上你 (偷偷的爱上你),向思思,['巅峰榜·流行指数'],0,,1,0,2488
我是杰瑞米瓦德,此生不换,['巅峰榜·流行指数'],0,,1,0,2489
我是如此相信,周杰伦,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,6,0,2490
我的眼里只有你,周柯宇,['巅峰榜·新歌'],0,,1,0,2491
我的眼睛留住一阵穿堂风,鳄梨帕克Early Park,['巅峰榜·内地'],0,,1,0,2492
我的眼泪你不在乎,魏佳艺,['巅峰榜·新歌'],0,,1,0,2493
我的爱就像一片云,周深深,['巅峰榜·新歌'],0,,1,0,2494
我的楼兰,赵运玲,['巅峰榜·新歌'],0,,1,0,2495
我的楼兰,云朵,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,2,0,2496
我的心下起了雪 (说唱版),王忻辰/傅梦彤,['巅峰榜·新歌'],0,,1,0,2497
我的形状,Supper Moment,['巅峰榜·内地'],0,,1,0,2498
我的小小世界,旷骏祥,['巅峰榜·内地'],0,,1,0,2499
我的对,周深,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2500
我的天空,南征北战NZBZ,['巅峰榜·热歌'],0,,1,0,2501
我的大男孩,崔阿扎,['巅峰榜·新歌'],0,,1,0,2502
我的儿女,柯较瘦,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2503
我的世界开始落叶纷飞,NiNi李雪滟,['巅峰榜·内地'],0,,1,0,2504
我爱的人已经爱过我了,田园,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2505
我爱你中国 (Live),孙楠/韩红/黄绮珊/古巨基,"['巅峰榜·热歌', '巅峰榜·流行指数']",0,,1,0,2506
我舍不得你,黄静美,['巅峰榜·新歌'],0,,1,0,2507
我耗尽了笔墨,七音盒,"['巅峰榜·流行指数', '巅峰榜·新歌']",0,,1,0,2508
我终于等到你,吕口口,['巅峰榜·新歌'],0,,1,0,2509
我终于失去你了,李俞子,['巅峰榜·新歌'],0,,1,0,2510
